ID,SeasonCode,ProductCode,CycleCode,CountryCode,Biz_unit_Code,CatCode,SubCatCode,UnitBaseCode,GenderCode,GroupCode,ColourCode,First_Sale_Date,PVP,Dist_phase,Units_Sold,Stock
55EFBF35,SeasonA_Y3,Product36,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase407,Gender2,Group2,Colour8,0,9.00,0,0,0,1
55EFC440,SeasonA_Y3,Product7,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase231,Gender1,Group2,Colour8,0,8.00,0,0,0,1
55F1A824,SeasonA_Y3,Product30,Cycle2,Country5,Biz_unit3,Cat8,SubCat24,UnitBase80,Gender1,Group8,Colour2,20151230,9.00,3,84,79,0
55F1C856,SeasonA_Y3,Product43,Cycle2,Country1,Biz_unit4,Cat15,SubCat72,UnitBase376,Gender1,Group8,Colour11,0,5.00,0,0,0,1
55F20820,SeasonA_Y3,Product40,Cycle2,Country5,Biz_unit3,Cat8,SubCat37,UnitBase438,Gender1,Group8,Colour2,20160102,3.50,2,24,57,0
55F26917,SeasonA_Y3,Product25,Cycle2,Country7,Biz_unit4,Cat4,SubCat9,UnitBase127,Gender2,Group2,Colour11,20160229,10.00,1,116,142,0
55F39F27,SeasonA_Y3,Product25,Cycle2,Country7,Biz_unit4,Cat4,SubCat9,UnitBase127,Gender2,Group8,Colour2,20160201,10.00,1,80,163,0
55F3CD73,SeasonA_Y3,Product33,Cycle2,Country5,Biz_unit3,Cat8,SubCat25,UnitBase249,Gender2,Group8,Colour1,20160113,6.50,0,26,62,0
55F45B15,SeasonA_Y3,Product1,Cycle2,Country5,Biz_unit3,Cat3,SubCat8,UnitBase459,Gender1,Group2,Colour1,20160201,8.00,1,54,92,0
55F46020,SeasonA_Y3,Product1,Cycle2,Country5,Biz_unit4,Cat4,SubCat9,UnitBase348,Gender2,Group2,Colour9,20160126,10.00,2,26,147,0
55F49472,SeasonA_Y3,Product3,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase24,Gender1,Group10,Colour2,20160307,5.00,1,392,123,0
55F49D81,SeasonA_Y3,Product3,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase24,Gender1,Group10,Colour3,20160307,5.00,1,190,218,0
55F5F727,SeasonA_Y3,Product13,Cycle2,Country2,Biz_unit3,Cat3,SubCat6,UnitBase277,Gender1,Group2,Colour8,20160211,9.00,4,16,239,0
55F60642,SeasonA_Y3,Product10,Cycle1,Country2,Biz_unit3,Cat3,SubCat11,UnitBase75,Gender1,Group10,Colour1,20160209,6.50,2,28,188,0
55F62B79,SeasonA_Y3,Product10,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase14,Gender2,Group2,Colour11,20160406,9.00,37,2,20,0
55F64202,SeasonA_Y3,Product5,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase18,Gender1,Group2,Colour8,20160219,8.00,0,11,285,0
55F73040,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase239,Gender3,Group2,Colour2,20160317,4.00,11,146,0,0
55F73545,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase460,Gender2,Group2,Colour11,20160404,4.00,8,67,11,0
55F73C52,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase119,Gender3,Group2,Colour9,20160304,4.00,0,105,3,0
55F74258,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase119,Gender1,Group2,Colour9,20160314,4.00,8,87,12,0
55F74965,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase119,Gender3,Group2,Colour2,20160314,4.00,8,104,9,0
55F75C84,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase239,Gender3,Group2,Colour3,20160307,4.00,1,126,1,0
55F76088,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase239,Gender3,Group2,Colour2,20160304,4.00,0,90,28,0
55F76694,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase119,Gender3,Group10,Colour2,20160311,3.00,5,142,15,0
55F76C00,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase119,Gender3,Group10,Colour1,20160311,3.00,5,134,11,0
55F77307,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase119,Gender3,Group10,Colour2,20160314,3.00,8,190,7,0
55F77F19,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase461,Gender1,Group10,Colour10,20160321,2.50,15,15,125,0
55F78121,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase461,Gender1,Group10,Colour8,20160315,2.50,9,23,333,1
55F79642,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase461,Gender1,Group10,Colour2,20160315,2.50,9,26,6,0
55F7A254,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase461,Gender3,Group10,Colour2,20160309,2.50,3,32,107,0
55F7AB63,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase462,Gender1,Group2,Colour2,20160323,4.00,10,53,4,0
55F7B371,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase372,Gender2,Group2,Colour2,20160310,4.00,4,49,17,0
55F7BA78,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase119,Gender1,Group2,Colour8,20160319,4.00,13,17,138,0
55F7BF83,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase119,Gender1,Group2,Colour2,20160313,4.00,7,25,87,0
55F7C488,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat30,UnitBase119,Gender3,Group2,Colour2,20160314,4.00,8,88,10,0
55F7C993,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase199,Gender2,Group2,Colour2,20160313,4.00,7,115,2,0
55F7CD97,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase372,Gender2,Group2,Colour11,20160317,4.00,11,55,130,0
55F7D404,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase83,Gender2,Group10,Colour2,20160313,2.00,7,192,2,0
55F7DD13,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase83,Gender3,Group10,Colour12,20160315,2.00,9,21,50,0
55F7E521,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase83,Gender3,Group10,Colour5,20160315,2.00,9,78,4,0
55F7F335,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase83,Gender2,Group10,Colour2,20160314,2.00,8,266,21,0
55F7F941,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase83,Gender3,Group10,Colour1,20160304,2.00,0,96,14,0
55F80048,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase83,Gender3,Group2,Colour2,20160307,4.00,1,141,20,0
55F81266,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat29,UnitBase118,Gender3,Group2,Colour11,20160304,3.00,0,40,4,0
55F82080,SeasonA_Y3,Product67,Cycle2,Country1,Biz_unit4,Cat13,SubCat29,UnitBase118,Gender3,Group2,Colour1,20160303,2.50,0,84,2,0
55F83096,SeasonA_Y3,Product67,Cycle2,Country1,Biz_unit4,Cat13,SubCat29,UnitBase118,Gender3,Group2,Colour2,20160303,2.50,0,64,8,0
55F83400,SeasonA_Y3,Product67,Cycle2,Country1,Biz_unit4,Cat13,SubCat29,UnitBase118,Gender3,Group2,Colour2,20160303,2.50,0,119,0,0
55F83A06,SeasonA_Y3,Product32,Cycle2,Country1,Biz_unit4,Cat13,SubCat29,UnitBase118,Gender3,Group2,Colour1,20160306,2.50,0,44,1,0
55F83F11,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase372,Gender3,Group10,Colour5,20160307,3.00,1,75,40,0
55F84517,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase372,Gender2,Group10,Colour12,20160307,3.00,1,22,314,0
55F84A22,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase372,Gender2,Group10,Colour2,20160310,3.00,4,185,20,0
55F85937,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase372,Gender3,Group10,Colour12,20160311,2.50,5,10,340,1
55F85E42,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase372,Gender2,Group10,Colour2,20160307,2.50,1,93,155,0
55F86347,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase372,Gender2,Group10,Colour2,20160307,2.50,1,144,347,0
55F88480,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase199,Gender2,Group2,Colour2,20160307,4.00,1,149,41,0
55F88884,SeasonA_Y3,Product67,Cycle2,Country1,Biz_unit4,Cat13,SubCat29,UnitBase118,Gender3,Group2,Colour1,20160303,4.00,0,89,3,0
55F88C88,SeasonA_Y3,Product67,Cycle2,Country1,Biz_unit4,Cat13,SubCat29,UnitBase118,Gender3,Group2,Colour2,20160304,4.00,0,79,0,0
55F89092,SeasonA_Y3,Product60,Cycle2,Country1,Biz_unit4,Cat13,SubCat26,UnitBase199,Gender3,Group2,Colour2,20160308,4.00,2,75,13,0
55F9BE94,SeasonA_Y3,Product3,Cycle1,Country2,Biz_unit3,Cat3,SubCat11,UnitBase110,Gender2,Group10,Colour2,20160112,5.00,0,17,256,0
55F9C703,SeasonA_Y3,Product3,Cycle1,Country2,Biz_unit3,Cat3,SubCat6,UnitBase463,Gender1,Group10,Colour2,20160109,5.00,0,30,233,0
55F9D214,SeasonA_Y3,Product23,Cycle2,Country1,Biz_unit4,Cat13,SubCat53,UnitBase310,Gender3,Group2,Colour9,20160227,6.50,0,12,94,0
55F9D517,SeasonA_Y3,Product23,Cycle2,Country1,Biz_unit4,Cat13,SubCat53,UnitBase310,Gender1,Group2,Colour2,20160225,6.50,0,16,91,0
55FA0B71,SeasonA_Y3,Product23,Cycle2,Country1,Biz_unit4,Cat13,SubCat53,UnitBase310,Gender3,Group2,Colour6,20160224,4.00,0,32,67,0
55FA0E74,SeasonA_Y3,Product23,Cycle2,Country1,Biz_unit4,Cat13,SubCat53,UnitBase310,Gender1,Group2,Colour15,20160226,4.00,0,15,75,0
55FA1076,SeasonA_Y3,Product23,Cycle2,Country1,Biz_unit4,Cat13,SubCat53,UnitBase310,Gender1,Group2,Colour14,20160225,4.00,0,14,56,0
55FA1480,SeasonA_Y3,Product67,Cycle2,Country1,Biz_unit4,Cat13,SubCat57,UnitBase264,Gender3,Group2,Colour5,20160116,5.00,0,10,111,0
55FA1682,SeasonA_Y3,Product46,Cycle2,Country1,Biz_unit4,Cat13,SubCat46,UnitBase179,Gender3,Group2,Colour3,20160113,4.00,0,11,129,0
55FA1C88,SeasonA_Y3,Product46,Cycle2,Country1,Biz_unit4,Cat13,SubCat46,UnitBase179,Gender1,Group2,Colour2,20160127,4.00,3,28,131,0
55FA2193,SeasonA_Y3,Product46,Cycle2,Country1,Biz_unit4,Cat13,SubCat46,UnitBase179,Gender3,Group2,Colour9,20160111,4.00,0,34,92,0
55FA2800,SeasonA_Y3,Product46,Cycle2,Country1,Biz_unit4,Cat13,SubCat69,UnitBase366,Gender2,Group2,Colour2,20160114,5.00,0,21,70,0
55FA2D05,SeasonA_Y3,Product46,Cycle2,Country1,Biz_unit4,Cat13,SubCat69,UnitBase366,Gender2,Group2,Colour7,20160111,5.00,0,14,106,0
55FA3311,SeasonA_Y3,Product67,Cycle2,Country1,Biz_unit4,Cat13,SubCat57,UnitBase264,Gender1,Group2,Colour1,20160113,5.00,0,36,15,0
55FA3C20,SeasonA_Y3,Product67,Cycle2,Country1,Biz_unit4,Cat13,SubCat57,UnitBase264,Gender3,Group2,Colour2,20160121,5.00,0,5,99,0
55FA9B15,SeasonA_Y3,Product1,Cycle2,Country2,Biz_unit3,Cat3,SubCat10,UnitBase318,Gender2,Group8,Colour11,0,6.50,0,0,0,1
55FAAD33,SeasonA_Y3,Product1,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase170,Gender1,Group8,Colour2,0,6.50,0,0,0,1
55FAB339,SeasonA_Y3,Product7,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase174,Gender2,Group8,Colour2,0,6.50,0,0,0,1
55FAE387,SeasonA_Y3,Product11,Cycle2,Country2,Biz_unit3,Cat3,SubCat6,UnitBase84,Gender1,Group8,Colour2,20160213,5.00,6,20,202,0
55FAFD13,SeasonA_Y3,Product11,Cycle2,Country2,Biz_unit3,Cat3,SubCat11,UnitBase17,Gender2,Group8,Colour11,20160126,5.00,2,60,155,0
55FB1133,SeasonA_Y3,Product10,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase14,Gender2,Group2,Colour1,20160208,6.50,8,11,400,1
55FB1A42,SeasonA_Y3,Product1,Cycle2,Country2,Biz_unit3,Cat3,SubCat10,UnitBase99,Gender2,Group8,Colour11,20160107,8.00,0,11,247,0
55FB1F47,SeasonA_Y3,Product1,Cycle2,Country2,Biz_unit3,Cat3,SubCat10,UnitBase99,Gender2,Group8,Colour2,20160106,8.00,0,8,233,0
55FB5096,SeasonA_Y3,Product4,Cycle2,Country1,Biz_unit4,Cat4,SubCat12,UnitBase152,Gender1,Group2,Colour5,20160320,15.00,0,7,61,0
560D9F83,SeasonA_Y3,Product23,Cycle2,Country1,Biz_unit4,Cat13,SubCat53,UnitBase310,Gender3,Group2,Colour1,20160224,9.00,0,6,99,0
560DA387,SeasonA_Y3,Product23,Cycle2,Country1,Biz_unit4,Cat13,SubCat53,UnitBase310,Gender1,Group2,Colour14,20160228,8.00,0,5,93,0
560DA589,SeasonA_Y3,Product23,Cycle2,Country1,Biz_unit4,Cat13,SubCat53,UnitBase310,Gender3,Group2,Colour2,20160225,8.00,0,21,7,0
560DA892,SeasonA_Y3,Product61,Cycle2,Country1,Biz_unit4,Cat13,SubCat53,UnitBase374,Gender3,Group2,Colour2,20160224,8.00,0,31,62,0
560DAC96,SeasonA_Y3,Product61,Cycle2,Country1,Biz_unit4,Cat13,SubCat67,UnitBase311,Gender3,Group2,Colour2,20160226,9.00,0,7,96,0
5611A513,SeasonA_Y3,Product6,Cycle2,Country2,Biz_unit3,Cat3,SubCat11,UnitBase427,Gender1,Group2,Colour2,20160412,8.00,2,197,22,0
5611F593,SeasonA_Y3,Product9,Cycle2,Country1,Biz_unit3,Cat3,SubCat11,UnitBase391,Gender2,Group2,Colour2,20160318,8.00,0,22,277,0
5.61E+245,SeasonA_Y3,Product9,Cycle2,Country2,Biz_unit4,Cat15,SubCat41,UnitBase143,Gender1,Group8,Colour1,20160415,6.50,5,18,189,0
5614EF55,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit4,Cat15,SubCat41,UnitBase143,Gender1,Group8,Colour4,20160401,7.50,1,4,105,0
5614FA66,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit4,Cat15,SubCat41,UnitBase143,Gender1,Group8,Colour1,20160330,6.50,0,9,212,0
56150274,SeasonA_Y3,Product9,Cycle2,Country2,Biz_unit4,Cat15,SubCat41,UnitBase248,Gender1,Group8,Colour3,20160406,4.00,3,13,138,0
5615A537,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group9,Colour10,20160318,4.00,0,128,154,0
5615BB59,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group8,Colour2,20160314,5.00,1,104,87,0
56185222,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit3,Cat8,SubCat24,UnitBase201,Gender1,Group8,Colour2,20160512,6.50,4,8,130,0
562EA840,SeasonA_Y3,Product1,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase115,Gender1,Group8,Colour9,20160112,8.00,0,102,108,0
562EB250,SeasonA_Y3,Product1,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase115,Gender1,Group2,Colour9,20160105,9.00,9,79,215,0
56308214,SeasonA_Y3,Product50,Cycle2,Country1,Biz_unit3,Cat8,SubCat15,UnitBase444,Gender2,Group9,Colour2,20160412,5.00,2,54,178,0
5631A505,SeasonA_Y3,Product80,Cycle2,Country1,Biz_unit4,Cat15,SubCat48,UnitBase436,Gender1,Group8,Colour3,20160408,4.00,0,26,77,0
56354432,SeasonA_Y3,Product44,Cycle2,Country2,Biz_unit3,Cat3,SubCat6,UnitBase382,Gender1,Group2,Colour8,20160419,5.00,2,107,71,0
56374F55,SeasonA_Y3,Product9,Cycle2,Country2,Biz_unit3,Cat3,SubCat11,UnitBase391,Gender1,Group8,Colour2,20160322,6.50,0,69,185,0
56379828,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit3,Cat8,SubCat25,UnitBase249,Gender1,Group9,Colour1,20160315,5.00,2,49,85,0
564FC517,SeasonA_Y3,Product11,Cycle2,Country2,Biz_unit3,Cat3,SubCat6,UnitBase84,Gender1,Group8,Colour2,20160329,6.50,2,26,300,0
56508408,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit3,Cat3,SubCat10,UnitBase104,Gender2,Group8,Colour2,20160329,3.00,2,48,40,0
56517852,SeasonA_Y3,Product9,Cycle1,Country2,Biz_unit3,Cat3,SubCat11,UnitBase465,Gender2,Group10,Colour2,20160318,3.00,0,38,172,0
56517D57,SeasonA_Y3,Product11,Cycle2,Country2,Biz_unit3,Cat3,SubCat11,UnitBase17,Gender1,Group8,Colour2,20160328,5.00,1,76,85,0
56518363,SeasonA_Y3,Product11,Cycle2,Country2,Biz_unit3,Cat3,SubCat11,UnitBase17,Gender2,Group8,Colour2,20160328,5.00,1,114,95,0
56518969,SeasonA_Y3,Product11,Cycle1,Country2,Biz_unit3,Cat3,SubCat11,UnitBase17,Gender2,Group10,Colour2,20160329,3.00,16,70,108,0
56518F75,SeasonA_Y3,Product11,Cycle1,Country2,Biz_unit3,Cat3,SubCat11,UnitBase17,Gender2,Group10,Colour1,20160328,3.00,15,116,144,0
5.65E+94,SeasonA_Y3,Product11,Cycle1,Country2,Biz_unit3,Cat3,SubCat11,UnitBase17,Gender1,Group10,Colour12,20160329,3.00,16,19,239,0
5651AA02,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit3,Cat3,SubCat6,UnitBase234,Gender1,Group8,Colour3,20160328,5.00,1,9,399,1
56540404,SeasonA_Y3,Product10,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase14,Gender2,Group8,Colour5,20160406,6.50,6,27,417,1
5655E787,SeasonA_Y3,Product9,Cycle1,Country1,Biz_unit3,Cat3,SubCat11,UnitBase391,Gender2,Group10,Colour1,20160403,5.00,3,32,212,0
56568444,SeasonA_Y3,Product53,Cycle2,Country1,Biz_unit4,Cat4,SubCat12,UnitBase214,Gender1,Group8,Colour1,20160418,5.00,1,63,253,0
56569258,SeasonA_Y3,Product53,Cycle2,Country1,Biz_unit4,Cat4,SubCat12,UnitBase214,Gender1,Group8,Colour5,20160418,5.00,1,25,140,0
5656E844,SeasonA_Y3,Product34,Cycle1,Country1,Biz_unit3,Cat3,SubCat11,UnitBase105,Gender1,Group10,Colour2,20160317,8.00,4,22,131,0
5.66E+34,SeasonA_Y3,Product5,Cycle2,Country1,Biz_unit3,Cat3,SubCat6,UnitBase363,Gender1,Group8,Colour2,20160328,7.50,1,100,93,0
56596783,SeasonA_Y3,Product9,Cycle2,Country7,Biz_unit4,Cat4,SubCat9,UnitBase246,Gender2,Group8,Colour5,20160504,6.50,10,37,254,0
5.66E+26,SeasonA_Y3,Product6,Cycle2,Country7,Biz_unit4,Cat4,SubCat12,UnitBase44,Gender1,Group2,Colour11,20160501,6.50,7,1,8,0
56599832,SeasonA_Y3,Product34,Cycle2,Country7,Biz_unit3,Cat3,SubCat10,UnitBase194,Gender2,Group8,Colour11,20160504,8.00,10,41,258,0
565A3E98,SeasonA_Y3,Product33,Cycle2,Country1,Biz_unit4,Cat15,SubCat40,UnitBase159,Gender2,Group8,Colour2,20160510,6.50,2,62,102,0
565C2C92,SeasonA_Y3,Product33,Cycle2,Country1,Biz_unit4,Cat15,SubCat40,UnitBase159,Gender2,Group8,Colour11,0,6.50,0,0,0,1
565D7824,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit3,Cat3,SubCat11,UnitBase107,Gender1,Group8,Colour2,20160406,4.00,6,32,273,0
565EA929,SeasonA_Y3,Product2,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase45,Gender2,Group8,Colour10,20160509,5.00,1,74,189,0
565EF808,SeasonA_Y3,Product14,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase26,Gender2,Group9,Colour5,20160426,3.00,0,130,589,1
565F4989,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit3,Cat3,SubCat11,UnitBase232,Gender1,Group8,Colour12,20160405,2.50,0,56,109,0
565F4E94,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit3,Cat3,SubCat11,UnitBase232,Gender2,Group8,Colour1,20160406,2.50,0,71,146,0
565FBB03,SeasonA_Y3,Product6,Cycle2,Country7,Biz_unit4,Cat4,SubCat9,UnitBase339,Gender2,Group2,Colour9,20160308,11.50,0,174,178,0
56729428,SeasonA_Y3,Product34,Cycle2,Country4,Biz_unit3,Cat3,SubCat11,UnitBase105,Gender1,Group8,Colour1,20160320,6.50,7,34,183,0
56729731,SeasonA_Y3,Product34,Cycle2,Country4,Biz_unit3,Cat3,SubCat11,UnitBase105,Gender1,Group8,Colour5,20160325,6.50,12,98,94,0
56779610,SeasonA_Y3,Product101,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase27,Gender2,Group9,Colour2,20160503,2.50,3,44,367,0
56783367,SeasonA_Y3,Product2,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase45,Gender2,Group2,Colour1,20160407,6.50,7,19,352,0
56783771,SeasonA_Y3,Product2,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase45,Gender2,Group2,Colour8,20160405,6.50,5,11,441,1
5679DE94,SeasonA_Y3,Product21,Cycle2,Country1,Biz_unit4,Cat10,SubCat12,UnitBase157,Gender1,Group2,Colour9,20160305,9.00,6,13,233,0
5679DC92,SeasonA_Y3,Product21,Cycle2,Country1,Biz_unit3,Cat11,SubCat20,UnitBase270,Gender1,Group2,Colour9,20160305,9.00,6,13,166,0
5679F820,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit3,Cat11,SubCat20,UnitBase197,Gender1,Group2,Colour1,20160308,8.00,9,44,58,0
567A0129,SeasonA_Y3,Product21,Cycle2,Country1,Biz_unit4,Cat10,SubCat12,UnitBase157,Gender1,Group2,Colour2,20160304,10.00,5,22,207,0
567A1448,SeasonA_Y3,Product21,Cycle2,Country1,Biz_unit3,Cat11,SubCat20,UnitBase270,Gender1,Group2,Colour2,20160317,8.00,4,25,298,0
567A1B55,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit4,Cat10,SubCat12,UnitBase195,Gender1,Group2,Colour15,20160317,8.00,18,31,101,0
567A2161,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit4,Cat10,SubCat12,UnitBase195,Gender1,Group2,Colour14,20160306,8.00,7,3,231,0
567A3682,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit4,Cat10,SubCat12,UnitBase195,Gender1,Group2,Colour5,20160410,8.00,14,1,398,1
567A3C88,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit4,Cat10,SubCat12,UnitBase195,Gender1,Group2,Colour3,20160410,8.00,28,3,522,1
567A5614,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit3,Cat11,SubCat20,UnitBase197,Gender1,Group10,Colour2,20160318,5.00,5,1,43,0
567A5E22,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit3,Cat11,SubCat20,UnitBase197,Gender1,Group10,Colour1,20160316,5.00,3,0,43,0
567A6327,SeasonA_Y3,Product26,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase160,Gender2,Group2,Colour11,20160318,8.00,0,21,72,0
567A6C36,SeasonA_Y3,Product26,Cycle2,Country1,Biz_unit4,Cat10,SubCat9,UnitBase165,Gender2,Group2,Colour2,20160407,8.00,11,18,207,0
567A7F55,SeasonA_Y3,Product21,Cycle2,Country1,Biz_unit3,Cat11,SubCat20,UnitBase270,Gender1,Group2,Colour2,20160326,9.00,13,6,190,0
567A8662,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase200,Gender2,Group2,Colour2,20160322,9.00,9,1,196,0
567A9274,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit4,Cat10,SubCat9,UnitBase216,Gender2,Group2,Colour2,20160410,9.00,14,12,274,0
567A9B83,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit4,Cat10,SubCat9,UnitBase216,Gender2,Group2,Colour11,20160406,9.00,24,13,310,1
567AAD01,SeasonA_Y3,Product21,Cycle2,Country1,Biz_unit4,Cat10,SubCat12,UnitBase157,Gender1,Group2,Colour9,20160324,9.00,0,6,411,1
567AC323,SeasonA_Y3,Product21,Cycle2,Country1,Biz_unit4,Cat10,SubCat12,UnitBase157,Gender1,Group2,Colour2,20160324,9.00,11,13,455,1
567AD440,SeasonA_Y3,Product21,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase260,Gender2,Group2,Colour2,20160320,9.00,7,1,139,0
567AE658,SeasonA_Y3,Product21,Cycle2,Country1,Biz_unit3,Cat11,SubCat28,UnitBase260,Gender2,Group2,Colour2,20160404,8.00,1,12,113,0
567AEE66,SeasonA_Y3,Product21,Cycle2,Country1,Biz_unit4,Cat10,SubCat9,UnitBase255,Gender2,Group2,Colour11,20160324,8.00,0,4,338,1
567AFC80,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit3,Cat11,SubCat20,UnitBase197,Gender1,Group2,Colour15,20160507,8.00,7,13,289,0
567B0791,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit3,Cat11,SubCat20,UnitBase197,Gender1,Group2,Colour8,20160428,8.00,0,9,243,0
567DCF03,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit3,Cat11,SubCat20,UnitBase197,Gender1,Group2,Colour2,20160317,8.00,4,2,205,0
567DD105,SeasonA_Y3,Product38,Cycle2,Country1,Biz_unit3,Cat11,SubCat20,UnitBase197,Gender1,Group2,Colour3,0,8.00,0,3,275,1
567DDE18,SeasonA_Y3,Product26,Cycle2,Country1,Biz_unit4,Cat10,SubCat9,UnitBase165,Gender2,Group2,Colour9,20160318,10.00,5,3,447,1
567DE222,SeasonA_Y3,Product26,Cycle2,Country1,Biz_unit4,Cat10,SubCat9,UnitBase165,Gender2,Group2,Colour11,20160422,10.00,12,17,257,0
